Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
OKLAHOMA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2019,6,,-,2,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
U.S. VIRGIN ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DISTRICT OF COLUMBIA,2019,6,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
HAWAII,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEVADA,2019,6,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2019,6,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2019,6,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
GUAM,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2019,6,,-,5,,8,,6,,,-,3,,,-,,-,,-,2,,2,,,-,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2019,6,,-,5,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2019,6,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UTAH,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2019,6,,-,4,,,-,4,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2019,6,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2019,6,,-,6,,5,,10,,,-,0,,,-,,-,,-,6,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2019,6,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2019,6,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
CONNECTICUT,2019,6,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2019,6,,-,3,,3,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2019,6,5,,9,,20,,21,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2019,6,,-,5,,1,,2,,,-,1,,1,,5,,,-,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
OREGON,2019,6,,-,2,,,-,1,,,-,2,,2,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
NEW MEXICO,2019,6,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MAINE,2019,6,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
DELAWARE,2019,6,,-,3,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2019,6,,-,4,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2019,6,1,,4,,3,,6,,1,,0,,1,,,-,4,,14,,11,,,-,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2019,6,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2019,6,,-,2,,1,,2,,,-,5,,,-,,-,,-,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2019,6,1,,8,,10,,7,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2019,6,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WISCONSIN,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2019,6,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTHERN MARIANA ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MASSACHUSETTS,2019,6,1,,4,,6,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2019,6,,-,4,,1,,4,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
OHIO,2019,6,3,,4,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2019,6,,-,4,,1,,4,,,-,1,,,-,,-,,-,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
US RESIDENTS,2019,7,8,,53,,120,,149,,1,,9,,25,,7,,5,,18,,27,,8,,,US RESIDENTS
NEW ENGLAND,2019,7,,-,5,,8,,5,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
MIDDDLE ATLANTIC,2019,7,3,,24,,39,,41,,,-,9,,13,,,-,5,,16,,21,,2,,,MIDDDLE ATLANTIC
NEW YORK CITY,2019,7,1,,11,,18,,13,,,-,9,,12,,,-,,-,2,,4,,,-,,NEW YORK CITY
EAST NORTH CENTRAL,2019,7,1,,7,,8,,18,,,-,1,,1,,,-,,-,4,,1,,2,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,7,,-,5,,5,,8,,,-,5,,,-,,-,,-,6,,,-,1,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,7,4,,21,,41,,49,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,7,,-,4,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,7,,-,5,,2,,4,,1,,5,,7,,5,,,-,1,,,-,3,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,7,,-,4,,6,,9,,,-,0,,,-,,-,,-,1,,1,,,-,,MOUNTAIN
PACIFIC,2019,7,,-,8,,9,,13,,,-,3,,2,,2,,,-,3,,4,,,-,,PACIFIC
US TERRITORIES,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,7,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,7,8,,53,,120,,149,,1,,9,,25,,7,,5,,18,,27,,8,,,TOTAL
RHODE ISLAND,2019,7,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2019,7,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2019,7,,-,3,,2,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2019,7,,-,2,,1,,2,,,-,5,,,-,,-,,-,1,,,-,1,,"KANSAS
(38.345528, -98.201847)",
U.S. VIRGIN ISLANDS,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GUAM,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2019,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
CONNECTICUT,2019,7,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2019,7,,-,3,,1,,5,,,-,0,,,-,,-,,-,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2019,7,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
MASSACHUSETTS,2019,7,,-,4,,7,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH DAKOTA,2019,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2019,7,,-,3,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2019,7,,-,2,,,-,2,,,-,2,,2,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2019,7,,-,4,,5,,5,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2019,7,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2019,7,,-,4,,1,,4,,,-,1,,1,,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2019,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2019,7,1,,4,,6,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
FLORIDA,2019,7,,-,4,,,-,5,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2019,7,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2019,7,,-,3,,3,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2019,7,1,,9,,21,,26,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2019,7,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2019,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTHERN MARIANA ISLANDS,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IOWA,2019,7,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2019,7,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2019,7,,-,5,,1,,2,,1,,5,,7,,5,,,-,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2019,7,,-,4,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2019,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2019,7,,-,5,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2019,7,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
DISTRICT OF COLUMBIA,2019,7,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK CITY,2019,17,1,,11,,35,,30,,2,,31,,188,,,-,,-,11,,39,,3,,,NEW YORK CITY
NORTH DAKOTA,2019,7,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
PENNSYLVANIA,2019,7,,-,8,,11,,11,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2019,7,3,,5,,8,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2019,7,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2019,7,2,,4,,5,,6,,,-,1,,1,,,-,5,,14,,16,,,-,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2019,7,,-,5,,8,,7,,,-,3,,,-,,-,,-,2,,2,,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2019,7,,-,6,,5,,11,,,-,0,,,-,,-,,-,6,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
US RESIDENTS,2019,8,3,,55,,128,,160,,,-,13,,46,,9,,2,,18,,31,,8,,,US RESIDENTS
NEW ENGLAND,2019,8,1,,5,,9,,6,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
MIDDDLE ATLANTIC,2019,8,1,,24,,40,,42,,,-,11,,32,,,-,,-,16,,22,,2,,,MIDDDLE ATLANTIC
NEW YORK CITY,2019,8,,-,11,,18,,13,,,-,11,,31,,,-,,-,2,,5,,,-,,NEW YORK CITY
EAST NORTH CENTRAL,2019,8,,-,7,,8,,19,,,-,1,,2,,,-,,-,4,,1,,2,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,8,,-,5,,5,,8,,,-,5,,,-,2,,,-,6,,,-,1,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,8,1,,21,,44,,58,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,8,,-,4,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,8,,-,5,,2,,4,,,-,5,,7,,5,,,-,1,,,-,3,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,8,,-,4,,6,,9,,,-,0,,,-,,-,2,,1,,3,,,-,,MOUNTAIN
PACIFIC,2019,8,,-,8,,12,,13,,,-,3,,3,,2,,,-,3,,5,,,-,,PACIFIC
US TERRITORIES,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,8,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,8,3,,55,,128,,160,,,-,13,,46,,9,,2,,18,,31,,8,,,TOTAL
UTAH,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DELAWARE,2019,8,,-,3,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WEST NORTH CENTRAL,2019,17,,-,5,,11,,14,,,-,0,,,-,20,,,-,6,,1,,15,,,WEST NORTH CENTRAL
NORTH CAROLINA,2019,8,,-,4,,5,,5,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2019,8,,-,3,,3,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MISSISSIPPI,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2019,8,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2019,8,1,,4,,6,,6,,,-,1,,1,,,-,,-,14,,16,,,-,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2019,8,,-,9,,22,,31,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2019,8,,-,4,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2019,8,1,,5,,10,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2019,8,,-,6,,5,,11,,,-,0,,,-,,-,,-,6,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTHERN MARIANA ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALASKA,2019,8,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2019,8,,-,4,,1,,5,,,-,1,,2,,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2019,8,,-,8,,11,,12,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2019,8,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2019,8,,-,5,,9,,7,,,-,3,,,-,,-,,-,2,,3,,,-,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2019,8,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VERMONT,2019,8,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2019,8,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2019,8,,-,5,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MISSOURI,2019,8,,-,3,,2,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2019,8,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
HAWAII,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2019,8,1,,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEVADA,2019,8,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MONTANA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2019,8,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,2,,0,,2,,,-,"IDAHO
(43.680635, -114.364237)",
TEXAS,2019,8,,-,5,,1,,2,,,-,5,,7,,5,,,-,1,,,-,1,,"TEXAS
(31.827233, -99.423022)",
CONNECTICUT,2019,8,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2019,8,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
U.S. VIRGIN ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2019,8,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2019,8,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2019,8,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2019,8,,-,3,,1,,5,,,-,0,,,-,,-,,-,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2019,8,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2019,8,,-,4,,6,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2019,8,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2019,8,,-,2,,,-,2,,,-,3,,3,,2,,,-,1,,2,,,-,"OREGON
(44.567912, -120.156945)",
KANSAS,2019,8,,-,2,,1,,2,,,-,5,,,-,2,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2019,8,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MINNESOTA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2019,8,,-,4,,7,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
DISTRICT OF COLUMBIA,2019,8,,-,2,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
US RESIDENTS,2019,9,4,,54,,142,,173,,,-,16,,64,,10,,9,,18,,43,,8,,,US RESIDENTS
NEW ENGLAND,2019,9,,-,5,,10,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
